1,69,1119
1,99,246
1,117,1
1,131,278
1,160,4438
1,161,673
1,176,1024
1,180,15
1,190,1151
1,191,4432
1,207,1268
1,221,1395
1,222,17
1,229,23
1,237,736
1,259,257
1,265,93
1,281,2671
1,286,1
1,289,839
1,309,401
1,311,1160
1,327,899
1,341,1197
1,343,25
1,376,12
1,398,5
1,446,60
1,469,63
1,477,1
1,488,35
1,491,2
1,499,112
1,517,1
1,520,28
1,525,508
1,532,2068
1,534,1454
1,550,142
1,562,2118
1,563,233
1,564,1338
1,566,40
1,572,9
1,580,34
1,591,212
1,592,2293
1,593,1334
1,609,1144
1,621,540
1,622,1360
1,623,1647
1,625,1219
1,626,62
1,638,2992
1,639,1136
1,653,1176
1,655,4169
1,665,12
1,666,343
1,668,3469
1,670,3
1,677,26
1,687,320
1,698,1733
1,727,1563
1,728,2598
1,730,905
1,735,430
1,738,619
1,755,471
1,756,847
1,757,3427
1,758,9441
1,766,1414
1,775,794
1,785,3151
1,786,2417
1,796,1924
1,806,401
1,812,446
1,814,318
1,815,6906
1,816,6375
1,826,1370
1,841,2
1,843,1029
1,845,3193
1,848,12837
1,851,1
1,855,1040
1,875,4686
1,882,136
1,884,19
1,885,26
1,886,6884
1,902,6559
1,916,681
1,932,5218
1,933,8982
1,950,1054
1,965,3101
1,966,6129
1,967,7887
1,977,4
