"Hylak_id","longitude","latitude","fish_ID2"
2206,-77.03577077,69.2731265,216
2234,-74.61526658,69.21977324,216
2244,-75.55587077,69.0506265,216
2274,-76.05957077,68.9439265,216
2392,-75.83716103,68.26356546,216
2396,-75.49656103,68.24406546,216
2442,-75.59806103,68.02476546,216
2469,-76.47846103,67.88506546,216
2497,-75.44256103,67.80496546,216
25767,-77.20577077,69.2918265,216
25776,-77.14537077,69.2649265,216
25783,-74.50276658,69.28327324,216
25794,-75.30827077,69.2801265,216
25877,-75.11576658,69.25337324,216
25888,-75.37407077,69.2517265,216
25896,-75.29607077,69.2560265,216
25902,-77.20847077,69.2314265,216
25962,-75.25006658,69.21777324,216
25996,-74.98816658,69.19817324,216
26090,-74.51566658,69.18287324,216
26113,-75.15826658,69.19737324,216
26120,-75.44377077,69.2015265,216
26243,-75.34687077,69.1493265,216
26269,-75.27106658,69.13577324,216
26337,-74.45316658,69.12957324,216
26372,-74.58026658,69.11567324,216
26381,-75.52867077,69.1156265,216
26411,-75.30137077,69.0919265,216
26448,-75.53517077,69.0951265,216
26481,-74.54316658,69.08617324,216
26497,-75.67577077,69.0728265,216
26560,-75.69517077,69.0579265,216
26632,-75.69147077,69.0380265,216
26675,-75.79177077,69.0216265,216
26694,-75.90707077,69.0252265,216
26731,-75.71687077,69.0124265,216
26744,-75.85667077,69.0149265,216
26799,-76.25277077,68.9971265,216
26803,-74.92766658,68.97897324,216
26809,-76.42767077,68.9881265,216
26822,-76.02167077,68.9804265,216
26849,-75.95037077,68.9707265,216
26871,-74.65866658,68.97307324,216
26877,-76.21407077,68.9763265,216
26896,-76.42777077,68.9737265,216
26908,-76.25737077,68.9471265,216
26918,-74.85186658,68.95277324,216
26923,-75.97947077,68.9412265,216
26924,-75.56897077,68.9488265,216
26931,-76.14127077,68.9514265,216
26932,-75.78717077,68.9611265,216
26955,-76.50807077,68.9461265,216
26968,-75.86627077,68.9402265,216
26981,-75.66567077,68.9335265,216
27023,-75.17966658,68.92057324,216
27085,-75.64577077,68.9065265,216
27091,-75.85277077,68.9041265,216
27146,-75.63087077,68.8852265,216
27150,-76.15547077,68.8777265,216
27345,-76.37857077,68.8023265,216
27350,-76.20317077,68.8143265,216
