"Hylak_id","longitude","latitude","fish_ID2"
718,-92.123475,48.35355,32
722,-92.30663055,47.85845,32
8317,-91.21117588,48.37467222,32
8331,-91.666675,48.38405,32
8338,-90.35657588,48.30987222,32
8348,-91.32127588,48.27387222,32
8353,-90.90177588,48.30767222,32
8357,-90.65447588,48.30687222,32
8362,-89.30977588,48.27877222,32
8365,-91.874775,48.22425,32
8368,-90.00667588,48.21667222,32
8372,-90.93767588,48.23677222,32
8378,-90.31777588,48.14707222,32
8387,-90.94677588,48.12687222,32
8390,-90.66727588,48.10267222,32
8391,-90.55737588,48.11637222,32
8394,-91.4780084,48.07400674,32
8404,-91.14177588,48.09927222,32
8409,-91.4049084,48.05550674,32
8412,-89.9959084,48.05520674,32
8420,-91.4197084,47.99590674,32
8431,-90.6870084,47.94410674,32
8433,-91.81523055,47.85355,32
8436,-91.2790084,47.93050674,32
8437,-92.30513055,47.95975,32
8439,-91.95213055,47.93655,32
8450,-91.92423055,47.72935,32
103518,-92.304575,48.38045,32
103533,-91.726175,48.38455,32
103539,-91.42127588,48.37837222,32
103541,-91.837075,48.37915,32
103542,-91.762375,48.36305,32
103559,-92.393675,48.37975,32
103563,-91.50387588,48.35857222,32
103573,-90.69527588,48.38197222,32
103579,-91.780775,48.36595,32
103582,-91.43077588,48.33797222,32
103591,-90.85717588,48.36967222,32
103603,-91.54497588,48.35177222,32
103607,-91.01167588,48.35547222,32
103609,-90.72557588,48.37457222,32
103613,-90.33407588,48.35307222,32
103614,-90.26127588,48.34617222,32
103628,-90.52327588,48.35747222,32
103642,-92.351975,48.33725,32
103646,-90.93237588,48.36447222,32
103647,-90.87077588,48.34147222,32
103654,-92.178475,48.33225,32
103663,-91.40117588,48.31367222,32
103666,-91.831675,48.31135,32
103670,-91.896475,48.34675,32
103676,-91.610875,48.33175,32
103680,-91.44417588,48.30807222,32
103681,-91.728675,48.31925,32
103682,-90.51117588,48.30497222,32
103686,-90.87857588,48.32817222,32
103693,-91.25907588,48.31697222,32
103701,-90.73417588,48.32097222,32
103703,-90.31877588,48.31017222,32
103708,-91.08787588,48.30507222,32
103712,-90.39027588,48.29577222,32
103715,-91.797775,48.29915,32
103718,-90.22877588,48.30147222,32
103724,-91.13637588,48.29807222,32
103725,-91.61917588,48.31457222,32
103728,-91.949475,48.29405,32
103733,-91.926975,48.27745,32
103734,-91.38817588,48.29477222,32
103736,-91.16957588,48.30767222,32
103743,-91.832675,48.29465,32
103747,-92.106475,48.28545,32
103748,-91.55497588,48.30527222,32
103749,-91.739075,48.29155,32
103750,-92.370875,48.30415,32
103761,-91.29197588,48.28647222,32
103768,-92.343475,48.29015,32
103774,-91.46437588,48.26887222,32
103775,-90.42287588,48.28587222,32
103789,-91.51617588,48.26717222,32
103796,-89.58667588,48.26447222,32
103798,-91.811875,48.26855,32
103808,-90.47277588,48.26557222,32
103820,-91.55117588,48.26597222,32
103827,-91.856075,48.26075,32
103830,-91.707175,48.26135,32
103833,-90.53467588,48.25817222,32
103844,-91.961575,48.23015,32
103848,-91.13567588,48.24067222,32
103854,-91.745675,48.25815,32
103869,-91.684475,48.24975,32
103874,-90.52087588,48.23717222,32
103875,-90.44417588,48.23687222,32
103880,-90.55497588,48.24807222,32
103885,-91.38727588,48.22247222,32
103890,-92.263575,48.24415,32
103894,-90.25717588,48.22757222,32
103908,-91.22937588,48.20517222,32
103914,-92.051675,48.21745,32
103926,-90.56937588,48.23037222,32
103929,-90.48867588,48.20487222,32
103935,-91.54707588,48.22907222,32
103937,-92.100675,48.22395,32
103941,-91.61327588,48.23557222,32
103954,-90.83557588,48.20547222,32
103966,-92.217675,48.20195,32
103967,-91.740575,48.23475,32
103972,-90.15737588,48.21537222,32
103974,-92.196375,48.21985,32
103986,-91.29697588,48.19697222,32
103997,-91.686775,48.20915,32
104000,-90.33857588,48.18857222,32
104020,-90.51027588,48.19007222,32
104026,-91.14467588,48.19977222,32
104030,-91.42117588,48.19217222,32
104032,-92.112175,48.17875,32
104033,-91.62167588,48.18147222,32
104040,-92.004775,48.18785,32
104048,-91.45127588,48.18497222,32
104051,-90.40567588,48.19187222,32
104055,-91.59407588,48.19027222,32
104063,-91.663675,48.19525,32
104074,-91.702475,48.17325,32
104078,-90.68297588,48.17317222,32
104082,-90.97807588,48.15197222,32
104086,-92.081275,48.16125,32
104091,-91.08227588,48.13897222,32
104103,-91.41737588,48.16317222,32
104106,-90.21937588,48.15257222,32
104110,-90.43377588,48.16567222,32
104112,-91.07797588,48.19477222,32
104127,-91.23337588,48.15257222,32
104130,-91.00167588,48.12427222,32
