"Hylak_id","longitude","latitude","fish_ID2"
604,-93.09385028,53.01835757,71
616,-94.09405028,52.57625757,71
621,-92.75325028,52.25175757,71
626,-94.53455028,52.17715757,71
633,-95.55815598,52.07452804,71
646,-93.32965028,51.20295757,71
650,-93.90735028,51.04125757,71
6986,-94.95505598,53.02002804,71
7003,-95.56135598,52.98632804,71
7004,-93.89595028,52.93135757,71
7007,-92.75885028,52.98335757,71
7024,-95.27935598,52.92392804,71
7053,-94.60355028,52.85605757,71
7065,-94.49705028,52.84365757,71
7068,-93.40265028,52.80235757,71
7072,-93.61175028,52.78895757,71
7089,-95.26115598,52.73502804,71
7117,-95.05335598,52.71202804,71
7122,-93.05305028,52.67905757,71
7129,-93.28165028,52.62075757,71
7144,-94.91135598,52.57052804,71
7147,-92.96615028,52.57955757,71
7156,-95.73035598,52.56742804,71
7161,-93.34875028,52.55425757,71
7166,-95.09435598,52.57912804,71
7167,-94.93155028,52.49925757,71
7170,-93.75545028,52.51295757,71
7173,-92.95685028,52.50865757,71
7182,-93.97945028,52.45945757,71
7199,-93.01665028,52.46025757,71
7202,-93.47285028,52.48895757,71
7213,-93.44945028,52.42125757,71
7214,-93.63325028,52.39405757,71
7228,-95.85425598,52.31842804,71
7235,-93.79675028,52.25185757,71
7242,-94.87085598,52.33652804,71
7248,-95.44715598,52.25952804,71
7268,-94.29305028,52.22465757,71
7272,-94.92625598,52.20852804,71
7276,-95.81465598,52.17422804,71
7302,-95.40725598,52.11002804,71
7307,-93.28075028,52.06745757,71
7312,-95.12795598,51.99572804,71
7321,-94.93375598,52.04252804,71
7322,-92.79565028,51.92955757,71
7327,-94.34235028,51.94595757,71
7330,-94.10595028,52.01075757,71
7368,-93.94405028,51.87145757,71
7369,-94.64775028,51.83025757,71
7385,-92.97725028,51.76825757,71
7386,-93.67715028,51.77515757,71
7388,-94.84045028,51.74115757,71
7390,-95.19835598,51.71452804,71
7402,-92.94865028,51.65995757,71
7409,-92.75695028,51.73215757,71
7413,-94.55155028,51.70495757,71
7422,-94.65955028,51.67705757,71
7423,-94.37805028,51.59535757,71
7425,-95.62375598,51.58842804,71
7433,-93.44645028,51.54025757,71
7437,-93.93545028,51.53385757,71
7476,-93.58925028,51.46785757,71
7490,-94.94415598,51.40272804,71
7499,-94.41915028,51.38985757,71
7502,-92.68065028,51.31975757,71
7505,-94.59665028,51.33795757,71
7514,-93.59725028,51.31715757,71
7516,-95.04915598,51.31872804,71
7526,-94.77435028,51.33565757,71
7536,-94.66995028,51.29245757,71
7541,-94.61155028,51.23835757,71
7544,-95.34305598,51.19672804,71
7550,-92.84755028,51.21365757,71
7559,-92.53805028,51.20105757,71
7562,-94.44065028,51.16745757,71
7563,-93.82625028,51.32545757,71
7573,-95.12155598,51.13682804,71
7574,-92.74305028,51.21185757,71
7576,-92.67705028,51.16025757,71
7594,-92.47645028,51.13395757,71
7595,-95.97505598,51.09672804,71
7597,-93.01475028,51.12005757,71
7605,-95.20375598,51.07972804,71
7608,-93.26205028,51.04905757,71
7611,-94.88875598,51.04712804,71
7612,-93.57675028,51.06345757,71
7614,-95.33735598,51.00442804,71
7618,-92.60075028,51.04005757,71
7619,-94.70875028,51.02025757,71
7631,-94.93165598,50.94262804,71
7639,-93.60355028,50.98905757,71
7640,-92.53785028,50.97205757,71
7644,-95.00095598,50.88032804,71
7645,-95.61455598,50.86662804,71
7646,-94.15495028,50.91945757,71
7650,-94.12785028,50.87415757,71
7675,-93.31315028,50.81075757,71
7687,-92.93995028,50.79865757,71
7691,-93.36475028,50.76925757,71
7698,-94.94005598,50.76402804,71
7719,-93.15185028,50.73585757,71
7721,-93.48745028,50.77295757,71
7726,-94.18745028,50.79325757,71
89459,-93.56015028,53.02515757,71
89484,-95.64875598,53.03162804,71
89518,-94.77075028,53.01785757,71
89520,-95.81865598,53.01142804,71
89549,-94.46665028,52.99925757,71
89553,-95.10235598,53.00912804,71
89640,-95.39465598,52.98822804,71
89659,-94.88665028,52.96595757,71
89667,-94.54965028,52.98185757,71
89668,-94.30325028,52.98765757,71
89697,-95.03435598,52.97532804,71
89703,-95.86215598,52.96442804,71
89709,-94.20925028,52.97605757,71
89768,-94.64045028,52.95585757,71
89778,-95.07235598,52.94762804,71
89785,-95.69645598,52.94762804,71
89787,-95.19675598,52.95192804,71
89843,-94.81905028,52.94195757,71
89863,-94.41535028,52.92165757,71
89881,-92.76215028,52.91155757,71
89896,-94.04205028,52.93605757,71
89897,-95.83105598,52.93222804,71
89898,-94.79015028,52.93075757,71
89899,-94.10235028,52.93385757,71
89904,-92.91565028,52.93435757,71
89908,-95.52225598,52.92352804,71
89939,-94.89085028,52.91685757,71
89955,-93.71555028,52.90815757,71
89964,-95.46515598,52.90802804,71
89976,-95.87565598,52.90322804,71
89992,-94.80575028,52.90315757,71
90002,-94.69825028,52.91405757,71
90009,-94.40055028,52.87865757,71
90037,-93.68255028,52.88415757,71
90042,-95.40045598,52.88342804,71
90044,-94.27325028,52.89565757,71
90049,-95.90665598,52.89312804,71
90060,-94.65555028,52.88485757,71
90061,-93.80945028,52.89795757,71
90096,-94.31095028,52.88065757,71
90103,-94.25505028,52.87645757,71
90117,-94.92235598,52.87882804,71
90146,-95.85995598,52.84592804,71
90151,-94.93405598,52.86542804,71
90245,-94.24575028,52.84145757,71
90260,-94.88455028,52.83355757,71
90273,-93.54985028,52.84255757,71
90315,-93.72365028,52.83045757,71
90322,-95.24515598,52.82412804,71
90333,-94.11775028,52.82115757,71
90377,-95.18075598,52.80992804,71
90391,-95.27705598,52.80832804,71
90408,-94.15445028,52.78265757,71
90430,-94.31575028,52.79125757,71
90435,-95.55235598,52.79302804,71
90436,-94.93955598,52.80402804,71
90439,-95.70775598,52.80202804,71
90440,-93.71855028,52.77535757,71
90446,-94.83475028,52.79205757,71
90457,-94.63725028,52.79175757,71
90472,-94.53425028,52.78455757,71
90478,-93.91195028,52.78445757,71
90498,-93.80015028,52.77555757,71
90500,-94.58475028,52.76455757,71
90503,-94.97945598,52.75602804,71
90511,-93.95185028,52.77615757,71
90532,-95.02015598,52.76662804,71
90533,-93.24075028,52.76235757,71
90534,-93.00325028,52.76655757,71
90538,-94.77555028,52.76795757,71
90554,-93.71865028,52.75885757,71
90557,-95.19195598,52.77522804,71
90592,-94.33735028,52.73555757,71
90593,-93.92625028,52.75915757,71
90596,-94.21185028,52.74805757,71
90618,-95.70505598,52.74122804,71
90619,-93.99655028,52.76225757,71
90622,-92.90175028,52.74815757,71
90636,-93.66865028,52.74015757,71
90645,-95.43135598,52.73522804,71
90654,-94.38055028,52.73805757,71
90659,-93.11075028,52.73895757,71
90663,-93.54175028,52.72595757,71
90671,-93.31335028,52.73575757,71
90679,-93.22965028,52.71985757,71
90685,-94.24875028,52.72015757,71
90694,-95.59745598,52.72342804,71
90722,-93.97285028,52.71975757,71
90742,-95.93735598,52.71642804,71
90751,-94.75815028,52.70545757,71
90755,-95.97745598,52.70272804,71
90756,-95.49485598,52.72362804,71
90780,-94.89745028,52.70375757,71
90784,-95.99335598,52.69352804,71
90795,-94.09165028,52.70145757,71
90801,-92.51045028,52.69545757,71
90872,-95.53425598,52.68912804,71
90896,-94.73885028,52.66315757,71
90898,-92.49885028,52.67765757,71
90933,-95.67705598,52.67592804,71
90940,-93.45075028,52.67645757,71
90951,-94.57485028,52.65315757,71
90960,-93.58845028,52.65135757,71
90969,-93.40335028,52.65905757,71
90973,-95.81805598,52.66082804,71
90974,-94.99405598,52.66042804,71
90975,-92.96555028,52.67195757,71
90979,-94.95415598,52.66212804,71
90998,-95.14525598,52.66172804,71
91011,-93.34545028,52.65165757,71
91016,-93.55115028,52.64005757,71
91020,-95.54195598,52.66522804,71
91031,-92.46845028,52.64895757,71
91034,-92.43165028,52.64265757,71
91064,-92.71945028,52.63385757,71
91067,-93.43995028,52.63895757,71
91080,-93.83175028,52.63625757,71
91089,-93.69405028,52.64005757,71
91094,-94.76595028,52.65615757,71
91102,-92.50845028,52.58825757,71
91112,-95.12955598,52.63012804,71
91123,-93.48125028,52.63365757,71
91169,-94.95665598,52.63102804,71
91183,-95.60135598,52.61002804,71
91192,-93.43515028,52.61145757,71
91209,-94.44805028,52.58515757,71
91212,-93.67025028,52.59825757,71
91214,-92.76755028,52.59705757,71
91227,-95.97575598,52.60782804,71
91236,-93.81825028,52.61155757,71
91237,-92.82335028,52.58735757,71
91242,-94.79175028,52.62545757,71
91251,-94.71755028,52.59585757,71
91261,-93.58935028,52.58435757,71
91274,-95.30545598,52.59592804,71
91290,-94.78025028,52.58195757,71
91291,-93.36005028,52.59045757,71
91307,-93.28705028,52.57575757,71
91323,-93.47805028,52.58145757,71
91345,-95.48535598,52.55692804,71
91356,-94.55465028,52.57235757,71
91357,-93.89735028,52.54915757,71
91370,-94.48505028,52.57155757,71
91411,-93.05195028,52.55445757,71
91414,-94.35135028,52.54995757,71
91431,-93.78215028,52.56075757,71
91445,-93.44565028,52.56075757,71
91453,-93.97355028,52.54275757,71
91460,-95.02625598,52.55892804,71
91465,-95.42635598,52.55592804,71
91473,-94.54175028,52.52715757,71
91484,-95.32045598,52.54932804,71
91485,-94.10475028,52.53345757,71
91487,-94.97505598,52.53392804,71
91493,-93.11275028,52.53895757,71
91503,-93.82695028,52.53585757,71
91517,-93.84015028,52.54375757,71
91518,-93.52795028,52.54725757,71
91521,-93.37965028,52.48535757,71
91523,-95.15005598,52.54832804,71
91529,-94.17965028,52.55425757,71
91537,-95.40755598,52.53062804,71
91538,-93.22475028,52.52805757,71
91542,-95.46525598,52.52402804,71
91544,-95.67475598,52.52762804,71
91560,-94.55585028,52.52835757,71
91571,-94.21965028,52.51375757,71
91578,-94.52535028,52.51045757,71
91585,-95.21735598,52.52212804,71
91595,-93.51975028,52.51635757,71
91601,-95.78915598,52.53162804,71
91602,-92.75855028,52.51625757,71
91619,-94.51245028,52.55025757,71
91639,-92.80385028,52.50765757,71
91648,-94.16625028,52.51295757,71
91649,-92.63905028,52.50665757,71
91651,-95.38975598,52.49882804,71
91658,-94.58735028,52.49605757,71
91659,-94.27235028,52.50745757,71
91673,-95.17785598,52.50622804,71
91683,-93.91235028,52.51835757,71
91695,-93.22185028,52.49755757,71
91719,-92.80585028,52.49065757,71
91736,-95.11365598,52.49962804,71
91739,-93.89615028,52.48515757,71
91773,-92.44025028,52.47085757,71
91779,-95.91205598,52.47982804,71
91804,-93.64195028,52.45125757,71
91816,-94.45245028,52.48345757,71
91827,-94.48225028,52.45625757,71
91836,-95.25515598,52.46882804,71
91841,-94.38965028,52.46685757,71
91849,-94.24495028,52.44255757,71
91854,-95.27615598,52.46182804,71
91860,-94.43855028,52.46515757,71
91874,-93.84465028,52.46265757,71
91885,-94.68565028,52.46265757,71
91889,-94.69495028,52.45195757,71
91892,-94.36655028,52.48255757,71
91893,-94.61435028,52.46185757,71
91896,-95.39175598,52.45482804,71
91898,-94.13845028,52.44905757,71
91908,-93.06375028,52.44485757,71
91922,-95.19885598,52.44762804,71
91925,-95.80215598,52.42972804,71
91940,-94.83645028,52.43595757,71
91948,-92.74895028,52.43085757,71
91959,-95.56105598,52.42372804,71
91960,-93.88255028,52.44405757,71
91968,-95.06965598,52.45382804,71
91982,-95.40955598,52.42932804,71
91985,-95.61365598,52.43182804,71
91990,-95.90315598,52.44832804,71
91996,-92.69665028,52.42825757,71
92001,-94.28125028,52.42605757,71
92002,-93.80235028,52.41465757,71
92009,-92.63965028,52.41755757,71
92019,-94.89525028,52.43655757,71
92026,-92.86285028,52.42005757,71
92031,-95.68845598,52.42552804,71
92038,-95.87235598,52.42742804,71
92039,-93.36375028,52.41355757,71
92063,-93.84875028,52.38465757,71
92065,-95.32205598,52.41372804,71
92066,-94.05415028,52.43055757,71
