1,22,1427685
1,29,1427686
1,29,1427687
1,29,1427688
1,30,1427684
1,39,123729
1,39,123731
1,39,1117203
1,39,1117204
1,39,1117206
1,39,1117205
1,39,1117211
1,39,1117207
1,39,123732
1,39,1117209
1,39,1117210
1,39,1117212
1,39,1117213
1,39,1117215
1,39,1117216
1,39,1117217
1,39,1117218
1,39,1117223
1,39,1117219
1,39,1117221
1,39,123733
1,39,1117224
1,39,1117220
1,39,1117225
1,39,123734
1,39,10667
1,39,1117226
1,39,1117229
1,39,123735
1,39,1117227
1,39,1117228
1,39,1117232
1,39,1117231
1,39,1117234
1,39,1117233
1,39,1117235
1,39,1117236
1,39,123737
1,39,1117237
1,39,1117238
1,39,123739
1,39,123736
1,39,1117239
1,39,1117243
1,39,1117241
1,39,1117244
1,39,1117240
1,39,123738
1,39,1117247
1,39,1117248
1,39,1117245
1,39,1117254
1,39,123740
1,39,1117258
1,39,123741
1,39,1117259
1,39,1117261
1,39,1117262
1,39,1117265
1,39,1117263
1,39,1117266
1,39,1117264
1,39,1117269
1,39,1117268
1,39,1117270
1,39,1117271
1,39,1117272
1,39,1117273
1,39,1117276
1,39,1117278
1,39,1117274
1,39,1117275
1,39,1117277
1,39,1117280
1,39,1117282
1,39,1117283
1,39,1117285
1,39,1117286
1,39,123742
1,39,1117293
1,39,1117288
1,39,123743
1,39,1117287
1,39,1117291
1,39,1117294
1,39,1117290
1,39,1117292
1,39,1117295
1,39,1117297
1,39,1117298
1,39,1117299
1,39,1117302
1,39,123745
1,39,1117301
1,39,1117300
1,39,123749
1,39,1117308
1,39,1117306
1,39,1117303
1,39,1117307
1,39,1117304
1,39,123744
1,39,1117313
1,39,1117310
1,39,1117309
1,39,1117311
1,39,1117314
1,39,1117312
1,39,123747
1,39,1117315
1,39,123750
1,39,1117316
1,39,1117318
1,39,1117317
1,39,1117323
1,39,123746
1,39,1117319
1,39,1117320
1,39,1117322
1,39,1117324
1,39,1117326
1,39,1117327
1,39,1117325
1,39,10668
1,39,1117328
1,39,123748
1,39,10669
1,39,123752
1,39,1117330
1,39,1117332
1,39,1117333
1,39,1117334
1,39,1117335
1,39,1117331
1,39,1117337
1,39,1117339
1,39,123751
1,39,10671
1,39,1117342
1,39,1117336
1,39,1117338
1,39,1117341
1,39,1117340
1,39,1117344
1,39,1117343
1,39,1117345
1,39,1117346
1,39,1117353
1,39,123753
1,39,1117351
1,39,1117354
1,39,1117356
1,39,1117355
1,39,123754
1,39,1117358
1,39,1117357
1,39,1117359
1,39,1117362
1,39,1117363
1,39,1117361
1,39,1117365
1,39,1117366
1,39,1117364
1,39,1117372
1,39,1117369
1,39,10670
1,39,1117368
1,39,1117370
1,39,1117371
1,39,1117377
1,39,1117373
1,39,123758
1,39,1117380
1,39,1117374
1,39,1117378
1,39,1117376
1,39,1117381
1,39,1117382
1,39,1117379
1,39,1117384
1,39,1117389
1,39,1117387
1,39,1117383
1,39,1117388
1,39,1117391
1,39,1117386
1,39,1117393
1,39,123756
1,39,1117392
1,39,1117394
1,39,123757
1,39,1117390
1,39,123759
1,39,1117399
1,39,1117396
1,39,1117397
1,39,1117400
1,39,1117398
1,39,1117401
1,39,123760
1,39,1117402
1,39,1117403
1,39,1117405
1,39,1117406
1,39,1117407
1,39,1117410
1,39,1117413
1,39,1117416
1,39,1117411
1,39,1117417
1,39,1117412
1,39,1117409
1,39,1117418
1,39,1117415
1,39,1117419
1,39,1117423
1,39,1117421
1,39,1117422
1,39,1117420
1,39,1117424
1,39,1117428
1,39,1117426
1,39,1117425
1,39,1117430
1,39,123762
1,39,1117429
1,39,1117431
1,39,1117433
1,39,1117432
1,39,1117434
1,39,1117437
1,39,1117443
1,39,1117438
