1,1004,17033
1,1004,17124
1,1004,1747
1,1004,186424
1,1004,186745
1,1013,1119835
1,1013,1119859
1,1013,1119862
1,1013,1119866
1,1013,1119884
1,1014,1119832
1,1014,1119923
1,1014,1120113
1,1014,1120236
1,1014,1120463
1,1014,1120491
1,1014,1120703
1,1014,1120735
1,1014,1120744
1,1014,1120748
1,1014,1120766
1,1014,1120773
1,1014,1120797
1,1014,1120894
1,1014,1120983
1,1014,1121951
1,1014,1122274
1,1014,1122472
1,1014,1120884
1,1014,124150
1,1041,1119375
1,1041,1119385
1,1041,1119388
1,1041,1119390
1,1041,1119392
1,1041,1119394
1,1041,1119398
1,1041,1119403
1,1041,1119405
1,1041,1119406
1,1041,1119411
1,1041,1119412
1,1041,1119414
1,1041,1119415
1,1041,1119416
1,1041,1119418
1,1041,1119420
1,1041,1119423
1,1041,1119444
1,1041,1119455
1,1041,1119456
1,1041,1119458
1,1041,1119505
1,1041,124025
1,130,1111001
1,181,1103299
1,198,1420832
1,22,1427685
1,228,1418666
1,228,1419763
1,228,1419947
1,228,1420291
1,228,1420334
1,228,1420685
1,228,183545
1,258,1416125
1,258,1416881
1,258,1416905
1,258,1416962
1,258,1417049
1,258,1417310
1,258,1417325
1,258,1417420
1,258,1417502
1,258,1417660
1,258,1417899
1,258,16268
1,272,1098567
1,272,1098570
1,280,1095244
1,280,1095938
1,288,1414280
1,288,1414282
1,288,1414997
1,288,1415013
1,288,1415040
1,288,1415175
1,288,1415202
1,288,1415295
1,288,1415321
1,288,1415333
1,288,1415377
1,288,1415916
1,288,1416005
1,288,1416038
1,288,1416106
1,288,182712
1,29,1427686
1,29,1427687
1,29,1427688
1,30,1427684
1,301,10256
1,301,1094817
1,301,119841
1,304,120041
1,310,1092545
1,310,119937
1,312,1092141
1,312,1093764
1,330,1411754
1,331,1090417
1,340,1088873
1,340,1089429
1,340,1089615
1,342,1089441
1,342,1089873
1,342,1090459
1,348,1410865
1,348,1410867
1,348,1411248
1,348,1411268
1,348,1411285
1,348,1411289
1,348,1411314
1,348,1411322
1,348,1411344
1,348,1411351
1,348,1411358
1,348,1411360
1,348,1411365
1,348,1411367
1,348,1411379
1,348,1411382
1,348,1411390
1,348,1411393
1,348,1411394
1,348,1411395
1,348,1411396
1,348,1411399
1,348,1411401
1,348,1411403
1,348,1411407
1,348,1411409
1,348,1411410
1,348,1411411
1,348,1411415
1,348,1411418
1,348,1411420
1,348,1411424
1,348,1411428
1,348,1411442
1,348,1411445
1,348,1411449
1,348,1411450
1,348,1411451
1,348,1411454
1,348,1411457
1,348,1411458
1,348,1411465
1,348,1411469
1,348,1411472
1,348,1411486
1,348,1411571
1,348,181845
1,354,1411525
1,361,118584
1,370,1085828
1,370,1087024
1,370,1087164
1,370,1087165
1,370,1087209
1,370,1087484
1,370,1087489
1,370,1087754
1,370,1087856
1,370,1087982
1,370,1088271
1,370,118857
1,370,118872
1,370,118877
1,370,118879
1,370,118941
1,370,118962
1,371,1085479
1,371,1085750
1,372,1085857
1,372,1086102
1,372,1086173
1,372,1087242
1,373,119066
1,380,1410083
1,382,1410228
1,382,1410229
1,382,1410232
1,387,1408996
1,387,1409325
1,387,1409327
1,387,1409332
1,387,1409334
1,387,1409338
1,387,1409340
1,387,1409355
1,387,1409374
1,387,1409494
1,387,1409514
1,387,1409518
1,387,1409710
1,387,1409720
1,387,1409732
1,387,1409738
1,387,1409754
1,387,1409792
1,387,1409807
1,387,1409838
1,387,1409960
1,387,1410164
1,387,1410213
1,387,1410255
1,387,1410300
1,387,1410301
1,387,1410330
1,387,1410372
1,387,1410379
1,387,1410401
1,387,1410422
1,387,1410430
1,387,1410436
1,387,1410476
1,387,1410488
1,387,1410541
1,387,1410545
1,387,1410566
1,387,181204
1,387,181212
1,387,181279
1,387,181438
1,387,181492
1,387,181516
1,387,181527
1,387,181531
1,387,181569
1,39,1116723
1,393,10108
1,399,1079415
1,399,1079431
1,399,1079465
1,399,1079482
1,399,1079810
1,399,1079993
1,399,1080098
1,399,1080126
1,399,1080134
1,399,1080142
1,399,1080155
1,399,1080158
1,399,1080159
1,399,1080187
1,399,1080188
1,399,1080978
1,399,1081114
1,399,1081443
1,399,1081477
1,399,1081705
1,399,1081723
1,399,1081724
1,399,1081749
1,399,1081801
1,399,1081877
1,399,1081964
1,399,1081980
1,399,1082017
1,399,1082100
1,399,1082400
1,399,1082413
1,399,1082651
1,399,1083581
1,399,117543
1,400,1079293
1,400,1079434
1,400,1079438
1,400,1079440
1,400,1080601
1,400,1082177
1,400,1082738
1,400,1083204
1,400,116981
1,400,117603
1,400,117781
1,401,1079253
1,401,1079307
1,401,1079310
1,401,1079369
1,401,1079659
1,401,1080290
1,401,1080582
1,401,1081407
1,401,1084491
1,401,116957
1,402,1079768
1,402,1079861
1,402,1081200
1,402,1081548
1,402,1083493
1,402,1085300
1,402,117291
1,402,118339
1,41,123835
1,415,1407156
1,415,1407166
1,415,1407246
1,415,1407294
1,415,1407359
1,415,1407361
1,415,1407529
1,415,1407698
1,415,1407790
1,415,1407808
1,415,1407849
1,415,1407933
1,415,1407948
1,415,1407967
1,415,1408018
1,415,1408024
1,415,1408044
1,415,1408141
1,415,1408281
1,415,1408329
1,415,1408499
1,415,1408574
