"Hylak_id","longitude","latitude","fish_ID"
1082234,-60.7965421766489,-2.63253333333273,400
1082284,-60.7150421766489,-2.63723333333269,400
117719,-60.7051421766489,-2.63783333333277,400
10030,-60.8083421766489,-2.65883333333278,400
1082329,-60.7088421766489,-2.66053333333275,400
10032,-60.7412421766489,-2.66133333333278,400
1082340,-60.6913421766488,-2.66263333333268,400
117746,-60.7713421766489,-2.66293333333272,400
117736,-60.8694421766489,-2.66503333333276,400
1082351,-60.8338421766489,-2.66833333333278,400
117735,-60.714242176649,-2.67283333333279,400
1082360,-60.8151421766489,-2.67383333333265,400
1082369,-60.827442176649,-2.67563333333271,400
1082397,-60.8220421766489,-2.68213333333273,400
117766,-60.8189421766489,-2.69203333333269,400
1082418,-60.3328421766489,-2.69313333333275,400
1082425,-60.7109421766489,-2.69543333333274,400
1082431,-60.810442176649,-2.69733333333272,400
1082444,-60.8057421766489,-2.69773333333262,400
1082432,-60.6977421766489,-2.70093333333278,400
117770,-60.6738421766489,-2.70203333333268,400
1082443,-60.7381421766489,-2.70403333333269,400
117769,-60.7516421766489,-2.70773333333278,400
10036,-60.7847421766489,-2.70813333333274,400
117775,-60.7157421766489,-2.71193333333275,400
1082479,-60.7342421766489,-2.71393333333276,400
1082493,-60.791442176649,-2.7205333333327,400
1082515,-60.7275421766489,-2.72613333333277,400
1082522,-60.7427421766489,-2.73033333333274,400
117787,-60.7130421766489,-2.73123333333268,400
1082544,-60.7840421766489,-2.73683333333275,400
117788,-60.603742176649,-2.7377333333327,400
1082573,-60.7103421766489,-2.74233333333274,400
117798,-60.7533421766489,-2.74703333333275,400
1082583,-60.699942176649,-2.7479333333327,400
1082586,-60.657342176649,-2.75143333333273,400
1082596,-60.664142176649,-2.75273333333274,400
117808,-60.6756421766489,-2.75483333333278,400
1082608,-60.7696421766489,-2.75683333333262,400
1082597,-60.6404421766488,-2.76243333333269,400
117826,-60.728442176649,-2.76533333333276,400
117830,-60.6789421766489,-2.77113333333273,400
1082637,-60.6353421766489,-2.77353333333275,400
117818,-60.6934421766489,-2.77823333333276,400
1082657,-60.7508421766489,-2.78973333333278,400
117828,-60.669842176649,-2.79623333333262,400
1082684,-60.6409421766489,-2.80433333333275,400
1082690,-60.6760421766489,-2.80933333333275,400
117856,-60.6568421766489,-2.81783333333277,400
1082776,-61.8654421766489,-2.87623333333278,400
1082800,-61.8579421766489,-2.88383333333269,400
1082815,-61.818142176649,-2.8980333333327,400
1082821,-61.7904421766489,-2.89903333333268,400
1082865,-61.7952421766489,-2.92293333333276,400
1082892,-60.2167421766489,-2.93573333333274,400
1082896,-61.7480421766489,-2.94163333333279,400
1082911,-61.737542176649,-2.95343333333272,400
1082928,-61.7312421766489,-2.96183333333278,400
117920,-61.6751421766489,-2.97023333333277,400
1082948,-61.6961421766489,-2.97313333333273,400
1082956,-61.1699421766489,-2.97333333333279,400
117914,-61.7089421766489,-2.97393333333275,400
117943,-61.1990421766488,-3.01003333333273,400
1083025,-61.6397421766489,-3.01143333333277,400
900,-61.357342176649,-3.02063333333274,400
1083086,-60.5450421766489,-3.03783333333274,400
1083094,-61.6455421766489,-3.04003333333276,400
1083121,-60.5277421766489,-3.04933333333275,400
1083234,-60.4224421766489,-3.12793333333269,400
1083295,-60.8831421766489,-3.15303333333276,400
1083312,-60.4264421766489,-3.16443333333274,400
1083353,-60.6017421766489,-3.18243333333277,400
118043,-60.0447421766489,-3.20283333333276,400
118048,-60.0035421766488,-3.22213333333275,400
1083433,-60.3667421766489,-3.22453333333271,400
1083444,-60.3316421766489,-3.23173333333273,400
1083461,-60.0511421766488,-3.23973333333271,400
1083470,-60.3060421766489,-3.24003333333275,400
