"Hylak_id","longitude","latitude","fish_ID"
1106902,-70.292928546821,-31.9956576499243,160
121640,-70.2808285468209,-31.9971576499242,160
1106960,-71.2299285468209,-32.0718576499243,160
1106967,-69.318328546821,-32.0838576499243,160
1107065,-69.1898285468209,-32.2243576499243,160
1107087,-70.498628546821,-32.2595576499242,160
1107266,-71.287428546821,-32.5469576499243,160
1107363,-71.296628546821,-32.6672576499242,160
121720,-71.3680285468211,-32.9710576499243,160
10483,-69.156428546821,-32.9813576499242,160
1106964,-67.5278554796002,-32.0816000000001,160
1106983,-68.1854554796002,-32.1233000000001,160
1106989,-68.1890554796001,-32.1320000000001,160
1106999,-68.1922554796002,-32.1403000000001,160
1107036,-67.6238554796002,-32.1833000000001,160
1107060,-67.6505554796002,-32.2173000000001,160
1107077,-67.3188554796002,-32.2468000000002,160
1107084,-67.6681554796001,-32.2558000000002,160
1107090,-67.6390554796002,-32.2643000000002,160
1107096,-67.5637554796002,-32.2879000000001,160
1107138,-67.7775554796002,-32.3586000000002,160
1107142,-67.7345554796001,-32.3721000000001,160
1107166,-65.9161554796001,-32.4000000000002,160
121669,-65.7250554796002,-32.4310000000002,160
1107199,-67.6590554796002,-32.4554000000001,160
1107296,-67.4668554796002,-32.5780000000002,160
1107309,-67.4811554796001,-32.5946000000001,160
1107350,-67.5982554796002,-32.6479000000001,160
1107359,-67.6068554796001,-32.6630000000002,160
1107366,-67.6094554796002,-32.6752000000002,160
1107372,-66.4312554796002,-32.6824000000001,160
1107375,-67.6066554796002,-32.6846000000001,160
10479,-65.4737554796002,-32.8172000000002,160
1107462,-68.5589554796002,-32.8275000000002,160
1107490,-67.3306554796002,-32.8773000000001,160
121716,-67.3772554796002,-32.8956000000002,160
1107538,-67.1772554796002,-32.9200000000001,160
1107542,-67.2307554796002,-32.9343000000002,160
1107548,-67.1747554796002,-32.9382000000001,160
121726,-67.1739554796001,-33.0155000000001,160
1106890,-63.3509223524297,-31.9835555555554,160
1107014,-64.1016223524298,-32.1558555555554,160
1107025,-64.3898223524298,-32.1659555555555,160
121653,-64.2817223524297,-32.1798555555555,160
121656,-64.3274223524297,-32.1893555555555,160
10470,-64.4762223524297,-32.2146555555555,160
121659,-64.5750223524298,-32.2204555555555,160
10471,-64.6524223524298,-32.2259555555555,160
1107160,-63.3199223524297,-32.3956555555555,160
1107173,-63.3234223524298,-32.4129555555555,160
1107190,-62.8516223524297,-32.4343555555554,160
1107196,-63.5609223524298,-32.4472555555555,160
1107208,-62.7064223524298,-32.4701555555555,160
1107210,-63.5626223524297,-32.4730555555554,160
1107212,-63.6683223524297,-32.4754555555555,160
1107211,-63.5290223524298,-32.4770555555555,160
1107213,-63.6234223524297,-32.4784555555555,160
1107219,-63.6852223524297,-32.4835555555555,160
1107218,-63.6251223524298,-32.4843555555555,160
1107225,-63.6716223524298,-32.4877555555555,160
1107224,-62.4366223524298,-32.4918555555555,160
1107234,-63.6687223524298,-32.5029555555554,160
1107246,-63.5555223524296,-32.5265555555555,160
1107261,-63.6908223524297,-32.5532555555555,160
1107307,-63.6052223524297,-32.5887555555555,160
1107327,-63.5398223524298,-32.6181555555555,160
1107343,-63.5505223524298,-32.6426555555555,160
121688,-63.5437223524298,-32.6583555555555,160
1107355,-63.4685223524297,-32.6585555555554,160
1107367,-63.6264223524297,-32.6756555555555,160
1107378,-63.5550223524298,-32.6876555555555,160
1107380,-63.5914223524298,-32.6927555555554,160
1107430,-63.4582223524298,-32.7646555555555,160
1107420,-63.4406223524297,-32.7662555555555,160
1107429,-64.3398223524297,-32.7814555555555,160
1107438,-63.4317223524297,-32.7975555555555,160
1107437,-63.4638223524298,-32.7984555555554,160
1107449,-63.2335223524298,-32.7986555555555,160
121706,-63.3973223524297,-32.8209555555555,160
1107464,-63.0404223524297,-32.8387555555555,160
1107469,-62.8835223524298,-32.8439555555555,160
1107472,-64.1846223524298,-32.8529555555555,160
1107475,-63.0931223524298,-32.8537555555554,160
1107477,-63.1951223524298,-32.8544555555555,160
1107484,-63.9054223524298,-32.8665555555555,160
1107485,-63.2941223524298,-32.8679555555555,160
1107491,-63.3581223524297,-32.8704555555555,160
1107489,-63.1003223524298,-32.8723555555555,160
1107494,-63.3413223524296,-32.8806555555555,160
121713,-63.2524223524297,-32.8837555555555,160
121712,-63.1511223524298,-32.8868555555555,160
121715,-63.0852223524298,-32.8950555555555,160
1107513,-62.8088223524297,-32.9019555555554,160
1107516,-63.8936223524298,-32.9076555555554,160
1107520,-63.6730223524297,-32.9100555555555,160
1107517,-63.4991223524298,-32.9100555555555,160
1107532,-63.6985223524297,-32.9144555555555,160
1107531,-63.4317223524297,-32.9190555555555,160
1107537,-63.7239223524297,-32.9274555555555,160
1107545,-64.7865223524298,-32.9368555555554,160
1107546,-62.7522223524298,-32.9376555555555,160
1107553,-63.0691223524298,-32.9508555555554,160
1107556,-63.7247223524298,-32.9545555555554,160
1107562,-63.3234223524298,-32.9556555555555,160
1107559,-63.5742223524298,-32.9595555555554,160
1107564,-62.9348223524298,-32.9600555555555,160
1107565,-63.6614223524298,-32.9608555555555,160
1107566,-63.8166223524298,-32.9650555555555,160
1107570,-63.9778223524298,-32.9652555555555,160
1107572,-63.4028223524298,-32.9725555555555,160
1107576,-63.6395223524298,-32.9760555555555,160
1107577,-62.9255223524298,-32.9769555555554,160
1107581,-63.3144223524298,-32.9794555555554,160
1107580,-63.6231223524298,-32.9797555555555,160
121723,-63.3507223524298,-32.9904555555555,160
1107592,-63.6994223524298,-32.9905555555555,160
1107587,-63.5989223524298,-32.9907555555555,160
1107589,-63.5826223524298,-32.9911555555555,160
1107593,-63.4658223524297,-32.9924555555555,160
1107600,-63.5564223524298,-32.9929555555555,160
1107596,-63.0180223524297,-32.9937555555555,160
1107594,-62.9862223524298,-32.9941555555554,160
1107603,-63.2962223524297,-33.0038555555555,160
1107602,-63.6881223524298,-33.0049555555555,160
1107607,-63.1345223524298,-33.0069555555555,160
1107609,-62.9187223524297,-33.0093555555554,160
1107610,-62.8644223524298,-33.0104555555555,160
121728,-63.4395223524298,-33.0113555555554,160
1107615,-63.2243223524298,-33.0119555555555,160
1107623,-62.9602223524298,-33.0188555555554,160
1107620,-62.9984223524298,-33.0194555555555,160
1107619,-63.4092223524297,-33.0206555555554,160
1107630,-63.6022223524297,-33.0212555555555,160
1107622,-62.8554223524297,-33.0219555555555,160
1107628,-63.7751223524298,-33.0226555555554,160
1107629,-63.2012223524298,-33.0247555555555,160
1107637,-63.2760223524297,-33.0287555555555,160
1107632,-63.5560223524298,-33.0296555555555,160
1107641,-63.5752223524298,-33.0382555555555,160
1107643,-63.1985223524297,-33.0389555555555,160
1107646,-63.2486223524297,-33.0428555555554,160
1107645,-63.7147223524298,-33.0431555555555,160
1107652,-63.6037223524297,-33.0460555555555,160
1107648,-63.3057223524297,-33.0533555555555,160
1106877,-60.7692910047735,-31.9626333333331,160
1106881,-60.7935910047736,-31.9693333333331,160
1106882,-60.8120910047735,-31.9745333333332,160
1106884,-60.7991910047735,-31.9780333333331,160
1106887,-60.9070910047735,-31.9802333333332,160
1106891,-60.8586910047735,-31.9834333333332,160
1106893,-60.7915910047736,-31.9850333333331,160
1106895,-60.8068910047735,-31.9882333333333,160
1106900,-61.4824910047736,-31.9912333333332,160
1106896,-60.8128910047735,-31.9917333333332,160
1106897,-60.8461910047736,-31.9918333333331,160
1106898,-60.7606910047735,-31.9942333333332,160
1106904,-60.8017910047736,-31.9993333333332,160
1106906,-60.8880910047735,-31.9995333333331,160
1106909,-60.8614910047735,-32.0032333333332,160
1106908,-60.8939910047736,-32.0040333333332,160
1106913,-60.8686910047735,-32.0062333333332,160
1106914,-60.8255910047735,-32.0068333333332,160
1106917,-61.4384910047735,-32.0118333333332,160
1106921,-60.8840910047735,-32.0169333333332,160
1106924,-60.6416910047736,-32.0260333333332,160
121643,-60.7733910047735,-32.0266333333332,160
1106926,-60.7639910047735,-32.0321333333332,160
1106931,-60.7296910047735,-32.0407333333332,160
1106936,-60.7361910047736,-32.0455333333332,160
