"Hylak_id","longitude","latitude","fish_ID"
123324,-75.3527124130243,-46.5207555555555,69
1114569,-75.3773124130244,-46.5302555555556,69
1114581,-75.4248124130244,-46.5906555555556,69
1114582,-75.5504124130244,-46.5951555555556,69
1114614,-75.5057124130244,-46.6914555555556,69
1114659,-75.4002124130244,-46.8066555555556,69
1114682,-75.3381124130244,-46.8446555555556,69
1114707,-75.5003124130243,-46.8978555555556,69
1114312,-73.7463135904942,-45.7258,69
123292,-73.0269135904942,-45.7306,69
1114314,-72.7168135904942,-45.7322000000001,69
1114316,-72.2165135904942,-45.7326,69
1114317,-73.3111135904942,-45.7357,69
1114315,-72.2423135904942,-45.7361000000001,69
1114318,-73.7314135904942,-45.7373000000001,69
123293,-73.1115135904943,-45.739,69
1114319,-73.3309135904942,-45.7459000000001,69
1114321,-72.8752135904942,-45.7523,69
1114320,-72.8635135904942,-45.753,69
123291,-72.7724135904942,-45.7535,69
1114324,-73.0598135904942,-45.7543000000001,69
1114322,-74.4334135904942,-45.7618000000001,69
1114327,-73.2046135904941,-45.7687,69
10630,-72.2823135904942,-45.7689,69
1114325,-72.7944135904942,-45.7690000000001,69
1114326,-73.3351135904942,-45.7693000000001,69
1114328,-73.9941135904942,-45.7719,69
1114329,-74.0469135904941,-45.7810000000001,69
1114335,-73.9761135904943,-45.7905000000001,69
1114334,-74.0333135904942,-45.7914,69
1114332,-72.9263135904943,-45.7919000000001,69
1114336,-72.2220135904943,-45.7958000000001,69
1114337,-74.0137135904943,-45.7969000000001,69
1114338,-73.8149135904943,-45.8005000000001,69
10631,-72.5414135904942,-45.8029,69
1114340,-74.0183135904942,-45.8075000000001,69
1114339,-73.4462135904943,-45.8077000000001,69
1114342,-74.3330135904942,-45.8112000000001,69
1114341,-73.3986135904943,-45.8119,69
1114344,-73.4643135904942,-45.8223,69
1114343,-73.3566135904942,-45.8226,69
1114345,-73.4325135904942,-45.8255000000001,69
1114346,-73.9616135904943,-45.8328,69
1114347,-73.4663135904942,-45.8366000000001,69
1114348,-72.9276135904942,-45.8444000000001,69
1114350,-73.3979135904942,-45.8447000000001,69
1114351,-73.7260135904942,-45.8515,69
1114354,-74.0880135904943,-45.8562000000001,69
1114355,-73.6947135904942,-45.8571000000001,69
123295,-72.0269135904942,-45.8713000000001,69
1114359,-72.8637135904942,-45.8849,69
1114362,-73.1350135904942,-45.8860000000001,69
1114363,-72.5421135904942,-45.8870000000001,69
1114360,-74.5648135904943,-45.8895000000001,69
1114361,-73.8577135904942,-45.8925000000001,69
1114364,-73.9797135904942,-45.8993000000001,69
1114368,-73.8477135904943,-45.9067000000001,69
1114366,-73.8037135904942,-45.9068,69
1114365,-74.8254135904942,-45.9072000000001,69
1114367,-72.8570135904941,-45.9076,69
123297,-72.1048135904942,-45.9098,69
123296,-72.2846135904942,-45.9191000000001,69
1114369,-74.5421135904942,-45.9203,69
1114370,-73.2795135904942,-45.9299000000001,69
1114371,-74.2187135904942,-45.9301,69
1114372,-73.8495135904942,-45.9308,69
123298,-72.2021135904943,-45.9325000000001,69
1114374,-73.2676135904942,-45.936,69
1114375,-72.5565135904943,-45.9366000000001,69
1114376,-74.0262135904943,-45.9381000000001,69
1114377,-74.2035135904943,-45.9416000000001,69
1114378,-72.7327135904943,-45.9434000000001,69
1114379,-73.8675135904942,-45.9464000000001,69
1114380,-73.8806135904941,-45.9471000000001,69
1114384,-72.8506135904942,-45.9521000000001,69
1114383,-74.7567135904942,-45.9565000000001,69
1114382,-74.1319135904943,-45.9593000000001,69
1114386,-72.5621135904942,-45.9593000000001,69
1114387,-73.2013135904942,-45.9610000000001,69
1114385,-73.5274135904942,-45.9615000000001,69
1114388,-74.5679135904942,-45.9641000000001,69
1114391,-72.6447135904942,-45.9671000000001,69
1114389,-74.4349135904943,-45.9676000000001,69
1114395,-74.0726135904943,-45.9685000000001,69
1114392,-73.5049135904942,-45.9706000000001,69
1114390,-73.4738135904943,-45.9713000000001,69
1114393,-74.3330135904942,-45.9733000000001,69
1114394,-73.4597135904942,-45.9742000000001,69
1114396,-74.2210135904942,-45.9779,69
1114398,-73.2483135904942,-45.9793000000001,69
1114397,-74.1048135904942,-45.9795000000001,69
1114399,-74.1712135904942,-45.9796000000001,69
1114402,-74.2532135904942,-45.9825000000001,69
1114404,-74.0866135904942,-45.9840000000001,69
1114401,-74.1188135904942,-45.9844000000001,69
1114403,-74.5971135904942,-45.9852000000001,69
1114400,-74.4469135904943,-45.9876000000001,69
1114405,-73.9551135904942,-45.9928000000001,69
