"Hylak_id","longitude","latitude","fish_ID"
1319956,-9.93124522620309,54.256177777778,825
1320051,-10.0522452262031,54.2443777777779,825
163265,-10.077045226203,54.1990777777779,825
1320394,-10.0758452262031,54.173577777778,825
1321254,-9.94954522620299,54.009377777778,825
1321352,-9.91074522620306,53.987677777778,825
1321395,-10.060945226203,53.981777777778,825
1321379,-10.1699452262031,53.9816777777779,825
1321612,-9.95634522620304,53.9348777777779,825
1321894,-9.87624522620308,53.8798777777781,825
1322693,-9.89084522620306,53.724977777778,825
1322763,-9.90654522620304,53.708877777778,825
1322774,-9.82884522620299,53.704977777778,825
1322983,-9.89334522620305,53.6624777777781,825
1323289,-10.004445226203,53.607977777778,825
1323312,-9.84944522620304,53.596777777778,825
164007,-9.83324522620308,53.589477777778,825
1323359,-9.97934522620307,53.588477777778,825
164043,-9.84814522620303,53.560777777778,825
1323479,-9.88544522620299,53.560277777778,825
1323506,-10.174845226203,53.5546777777781,825
1323491,-10.0499452262031,53.554577777778,825
1323538,-10.0232452262031,53.549277777778,825
1323614,-10.161945226203,53.5306777777779,825
1323698,-9.92334522620308,53.5140777777781,825
1323724,-9.987745226203,53.5102777777781,825
164078,-10.061545226203,53.506877777778,825
1323855,-9.94304522620308,53.479577777778,825
1323865,-10.016545226203,53.476777777778,825
1323896,-9.92924522620308,53.4710777777779,825
1323916,-9.91604522620304,53.468877777778,825
164124,-9.86214522620304,53.468077777778,825
1323956,-9.98914522620305,53.4580777777779,825
1324013,-10.005445226203,53.4457777777781,825
1323998,-10.0449452262031,53.444877777778,825
1324043,-10.0860452262031,53.441977777778,825
1324031,-10.005445226203,53.441077777778,825
1324055,-9.98984522620304,53.437477777778,825
1324081,-9.96004522620296,53.4362777777781,825
1324075,-10.0943452262031,53.433977777778,825
1324090,-9.96984522620306,53.430877777778,825
1324107,-9.93554522620309,53.426877777778,825
1324130,-10.0193452262031,53.4254777777779,825
1324106,-9.98634522620307,53.424177777778,825
1324148,-10.0137452262031,53.417677777778,825
1324150,-10.0001452262031,53.417077777778,825
1324166,-9.96774522620308,53.4157777777779,825
1324177,-9.98864522620306,53.4131777777779,825
1324195,-10.0248452262031,53.399077777778,825
1324261,-9.99774522620299,53.398177777778,825
1324541,-9.84754522620307,53.347377777778,825
1324693,-9.84314522620303,53.3196777777779,825
1315281,-7.66574166395435,55.2551222222224,825
1315330,-7.67644166395434,55.2437222222225,825
1315369,-7.70414166395432,55.2377222222223,825
1315395,-7.37334166395425,55.2313222222225,825
1315575,-7.15434166395431,55.1986222222225,825
162248,-7.99544166395435,55.1747222222224,825
1315723,-7.93394166395427,55.1728222222224,825
1315771,-7.2968416639543,55.1705222222224,825
1315760,-7.71874166395429,55.1618222222225,825
1315781,-7.98424166395421,55.1598222222224,825
1315956,-8.00104166395431,55.1265222222224,825
162317,-7.83664166395425,55.1110222222225,825
1316045,-6.74954166395435,55.1086222222225,825
1316080,-8.18964166395432,55.0980222222224,825
1316128,-7.67514166395432,55.0896222222223,825
1316154,-7.8165416639543,55.0840222222224,825
1316144,-7.80514166395432,55.0833222222224,825
1316202,-7.96194166395435,55.0772222222224,825
1316211,-8.04244166395432,55.0734222222224,825
1316232,-8.12174166395431,55.0700222222225,825
1316280,-7.76874166395436,55.0584222222224,825
162355,-8.09144166395436,55.0557222222225,825
162380,-7.71984166395436,55.0551222222224,825
162367,-7.45964166395424,55.0482222222224,825
162373,-7.97404166395427,55.0370222222224,825
162384,-8.17074166395435,55.0350222222223,825
1316405,-8.35854166395421,55.0280222222224,825
1316469,-7.94264166395425,55.0258222222225,825
1316409,-8.37464166395432,55.0254222222224,825
1316456,-7.96614166395432,55.0229222222225,825
162412,-8.12824166395433,55.0218222222225,825
1316444,-7.51904166395428,55.0203222222223,825
1316490,-7.89744166395434,55.0117222222224,825
1316514,-8.18574166395422,55.0042222222225,825
1316523,-8.36594166395435,55.0029222222224,825
162433,-8.28224166395427,54.9957222222225,825
1316573,-8.23904166395431,54.9924222222224,825
162438,-7.91864166395425,54.9909222222225,825
1316665,-8.40464166395435,54.9713222222224,825
1316731,-8.3414416639543,54.9580222222224,825
1316754,-8.10474166395426,54.9572222222225,825
1316738,-8.2259416639543,54.9563222222225,825
1316732,-8.32244166395429,54.9531222222224,825
1316816,-8.36684166395429,54.9350222222224,825
1316825,-8.43244166395431,54.9313222222225,825
1316840,-8.39394166395425,54.9308222222223,825
1316862,-8.31004166395434,54.9223222222225,825
1316886,-8.06484166395427,54.9219222222224,825
1316880,-8.25284166395426,54.9216222222225,825
1316897,-8.23154166395432,54.9168222222223,825
1316885,-8.3636416639543,54.9167222222224,825
1316911,-8.27824166395425,54.9145222222224,825
1316967,-8.27634166395427,54.9018222222224,825
1316976,-7.88164166395433,54.8994222222224,825
1317082,-8.28534166395428,54.8733222222224,825
1317087,-8.06654166395435,54.8726222222224,825
1317062,-6.90314166395433,54.8715222222225,825
1317110,-8.13564166395423,54.8621222222224,825
1317126,-8.17834166395431,54.8604222222224,825
1317157,-8.12824166395433,54.8535222222225,825
1317162,-8.31734166395432,54.8529222222224,825
